ID_Marca;Nombre_Marca;Largo_Nombre;Num_Palabras;Categoria_Nombre;;
6141;Abu;3;1;Corto;;
770;Ac Customs;10;2;Largo;;
771;Ac Propulsion;13;2;Largo;;
13934;Ac Scott Trailers;17;3;Largo;;
772;Academi Training Center;23;3;Largo;;
773;Acc Trailrite;13;2;Largo;;
9229;Accel Trailers Inc.;19;3;Largo;;
13517;Accelerate;10;1;Largo;;
9559;Accelerated Media Technologies;30;3;Largo;;
9490;Accelerated Speed Dynamics, Inc;31;4;Largo;;
1113;Accelerated Tanks And Trailers;30;4;Largo;;
6484;Accu-Tek Trailer Manufacturing, Inc.;36;4;Largo;;
8608;Accu-Weld Truck Body & Trailer Inc;34;6;Largo;;
6653;Accurate Cycle Engineering;26;3;Largo;;
774;Accustomx;9;1;Medio;;
1518;Ace;3;1;Corto;;
5700;Ace Custom Trailers;19;3;Largo;;
11813;Ace Metalworks;14;2;Largo;;
10091;Ace Mfg;7;2;Medio;;
7360;Ace Motorcycle;14;2;Largo;;
775;Ace Of Spades;13;3;Largo;;
4758;Ace Trailers;12;2;Largo;;
9511;Ace Truck Body Co.;18;4;Largo;;
11211;Acela, Inc;10;2;Largo;;
14049;Acemotor;8;1;Medio;;
6548;Aces Chopperworks;17;2;Largo;;
457;Acg;3;1;Corto;;
13361;Acha Trailers;13;2;Largo;;
9560;Aci;3;1;Corto;;
10332;Acker-Built;11;1;Largo;;
8307;Acme;4;1;Corto;;
6519;Acme Cryogenics, Inc.;21;3;Largo;;
776;Acme Group;10;2;Largo;;
777;Acme Industries;15;2;Largo;;
778;Acme Trailer Works;18;3;Largo;;
12692;Acp Trailers;12;2;Largo;;
6181;Acro Trailer Company;20;3;Largo;;
13616;Acs;3;1;Corto;;
779;Action Enterprises & Fabrication;32;4;Largo;;
780;Action Equipment;16;2;Largo;;
8729;Action Industrial Studio;24;3;Largo;;
781;Action Signs And Billboards;27;4;Largo;;
4799;Action Trailers;15;2;Largo;;
6602;Action Welding & Fabrication, Inc.;34;5;Largo;;
11323;Activedogs;10;1;Largo;;
12238;Activev Llc;11;2;Largo;;
782;Activity Trailer;16;2;Largo;;
783;Activmo Auto;12;2;Largo;;
475;Acura;5;1;Medio;;
5756;Acv Inc;7;2;Medio;;
13436;Adagio Collections Llc;22;3;Largo;;
5670;Adam Trailers;13;2;Largo;;
8157;Adams Equipment;15;2;Largo;;
784;Adams Mfg;9;2;Medio;;
13190;Adaptive Humanity Llc;21;3;Largo;;
12127;Addax Overland Llc;18;3;Largo;;
785;Addco;5;1;Medio;;
6479;Adirondack Kabins, Llc;22;3;Largo;;
5680;Adirondack Kottages;19;2;Largo;;
4517;Adirondack White Pine Cabins;28;4;Largo;;
2464;Adly;4;1;Corto;;
11141;Adm Manufacturing;17;2;Largo;;
3840;Admiral Drive Systems;21;3;Largo;;
786;Admiral Trailers;16;2;Largo;;
5806;Admiration Homes;16;2;Largo;;
11045;Admw;4;1;Corto;;
13694;Adoc;4;1;Corto;;
4792;Adrenaline;10;1;Largo;;
787;Adrian Homes;12;2;Largo;;
11768;Ads Manufacturing;17;2;Largo;;
12653;Adu 100;7;2;Medio;;
12654;Adu 200;7;2;Medio;;
14111;Advance;7;1;Medio;;
792;Advance Engineered Products;27;3;Largo;;
795;Advance Lifts;13;2;Largo;;
6294;Advance Mechanical Service;26;3;Largo;;
4667;Advance Metal Fabrication And Machine;37;5;Largo;;
796;Advance Pump & Equipment;24;4;Largo;;
11367;Advanced Boat;13;2;Largo;;
6407;Advanced Boat Trailers, Inc.;28;4;Largo;;
7077;Advanced Containment Systems, Inc;33;4;Largo;;
797;Advanced Customs & Conversions;30;4;Largo;;
8235;Advanced Directional Drilling Services;38;4;Largo;;
10155;Advanced Ev;11;2;Largo;;
8589;Advanced Fabrication;20;2;Largo;;
6982;Advanced Fabricators Inc;24;3;Largo;;
11032;Advanced Field Services, Llc;28;4;Largo;;
7776;Advanced Manufacturing & Power Systems, Inc.;44;6;Largo;;
12000;Advanced Metal Products, Inc;28;4;Largo;;
8242;Advanced Metalcraft & Co;24;4;Largo;;
8214;Advanced Portable Buildings & Trailers;38;5;Largo;;
8912;Advanced Striping Equipment;27;3;Largo;;
8551;Advanced Trailer Concepts, Inc.;31;4;Largo;;
13285;Advanced Trailer Manufacturing;30;3;Largo;;
8789;Advanced Trailer Service, Inc.;30;4;Largo;;
4593;Advanced Trailer Solutions;26;3;Largo;;
8083;Advanced Trailer Systems;24;3;Largo;;
9132;Advanced Transport Technologies Inc.;36;4;Largo;;
3889;Advanced Welding And Manufacturing;34;4;Largo;;
806;Advantage Customs;17;2;Largo;;
4604;Advantage Terrafab, Llc;23;3;Largo;;
9662;Advantage Trailers;18;2;Largo;;
12227;Adventure;9;1;Medio;;
12252;Adventure Coast, Llc;20;3;Largo;;
7546;Adventure Sports Products, Inc;30;4;Largo;;
3890;Adventure Trailers;18;2;Largo;;
4798;Aec Enterprises;15;2;Largo;;
807;Aep North America;17;3;Largo;;
8591;Aero;4;1;Corto;;
10287;Aero Build Llc;14;3;Largo;;
7793;Aero Fiberglass Company;23;3;Largo;;
6572;Aero Flite;10;2;Largo;;
11431;Aero Moto;9;2;Medio;;
4807;Aero Motors;11;2;Largo;;
8904;Aero Motorsports;16;2;Largo;;
12773;Aero Precision Metal Works Llc;30;5;Largo;;
5267;Aero Teardrops, Llc;19;3;Largo;;
5430;Aero Trailers;13;2;Largo;;
808;Aerobilt Manufacturing;22;2;Largo;;
7373;Aeroglas;8;1;Medio;;
7884;Aeropup Trailers Llc;20;3;Largo;;
8899;Aeroswint Trailers;18;2;Largo;;
10731;Aerotech Coatings Llc;21;3;Largo;;
5924;Aerotek;7;1;Medio;;
1231;Aerovault;9;1;Medio;;
1233;Afab Petroleum Equipment & Steel Fabrication;44;6;Largo;;
1235;Afc Company;11;2;Largo;;
11946;Afcr;4;1;Corto;;
1237;Affordable Aluminum;19;2;Largo;;
10240;Affordable Trailers;19;2;Largo;;
1238;After Hours;11;2;Largo;;
7059;After-Market Specialties;24;2;Largo;;
4855;Ag Dryer Services Inc.;22;4;Largo;;
7377;Ag Industrial, Inc;18;3;Largo;;
4797;Ag Shield Manufacturing;23;3;Largo;;
1015;Ag Spray Equipment;18;3;Largo;;
6078;Ag Spray Equipment,Inc.;23;3;Largo;;
4609;Ag Works International;22;3;Largo;;
1241;Ag-Quip, Inc.;13;2;Largo;;
6080;Ag. Belt Trailer;16;3;Largo;;
7944;Aga Gas Central, Inc;20;4;Largo;;
10491;Agams, Co. Ltd;14;3;Largo;;
11226;Agazu;5;1;Medio;;
1240;Agb;3;1;Corto;;
11715;Agc Lsv'S;9;2;Medio;;
6079;Agri-Drain Corp;15;2;Largo;;
1243;Agrifleet Leasing Corporation;29;3;Largo;;
1244;Aguilar'S Welding, Inc.;23;3;Largo;;
8680;Agvantage Manufacturing Corp.;29;3;Largo;;
11788;Ahgo Food Trailers;18;3;Largo;;
3891;Ahoy! Houseboats And Fishhouses;31;4;Largo;;
13176;Ahs Trailers;12;2;Largo;;
11628;Ai Trailers;11;2;Largo;;
12581;Aim Trailers;12;2;Largo;;
11428;Aimhigh;7;1;Medio;;
1247;Ainley Kennels & Fabrication, Inc.;34;5;Largo;;
11286;Air Easy Llc Dba Aventura-X;27;5;Largo;;
3878;Air Responder;13;2;Largo;;
11754;Air-Flo;7;1;Medio;;
12053;Air-Tow Trailers;16;2;Largo;;
1249;Airbagged Trailers, Inc.;24;3;Largo;;
9482;Airburners;10;1;Largo;;
12700;Airlite Trailers, Llc;21;3;Largo;;
10805;Airstream;9;1;Medio;;
2029;Airstream Inc.;14;2;Largo;;
1253;Airtech Tools;13;2;Largo;;
1286;Airtronics Metal Products;25;3;Largo;;
11279;Airy;4;1;Corto;;
13743;Aj'S;4;1;Corto;;
11705;Ajax Tocco Magnethermic Corporation;35;4;Largo;;
7972;Ajax Tools, Inc.;16;3;Largo;;
7168;Ajax Trailers, Inc;18;3;Largo;;
9619;Ajr Inc.;8;2;Medio;;
11288;Aky;3;1;Corto;;
1487;Al'S Motorsickle Shop Inc.;26;4;Largo;;
13272;Al-Assri;8;1;Medio;;
7883;Al-Jon, Inc.;12;2;Largo;;
1287;Alameda Trailer Sales;21;3;Largo;;
1289;Alan Ritchey, Inc.;18;3;Largo;;
1783;Alaska Extreme Trailer;22;3;Largo;;
7189;Alaska Frontier Fabrication Llc;31;4;Largo;;
11690;Alaska Sea King;15;3;Largo;;
1291;Albert Böcker Gmbh & Co. Kg;27;6;Largo;;
6133;Albert Lea;10;2;Largo;;
1293;Albright Bikes;14;2;Largo;;
4793;Alc Manufacturing;17;2;Largo;;
1294;Alcan Trailers, Llc;19;3;Largo;;
7161;Alcan Traveler, Inc;19;3;Largo;;
12984;Alcantar Custom Trailers;24;3;Largo;;
12433;Alcc;4;1;Corto;;
1296;Alcom Llc;9;2;Medio;;
12432;Alct;4;1;Corto;;
5321;Aldura;6;1;Medio;;
12944;Aleman;6;1;Medio;;
1299;Aleph Group, Inc.;17;3;Largo;;
6710;Alewine Motors, Inc.;20;3;Largo;;
7502;Alexander Dennis Limited;24;3;Largo;;
4588;Alexander'S Machine And Maintenance Service Company;51;6;Largo;;
10178;Alfa Cargo Llc;14;3;Largo;;
493;Alfa Romeo;10;2;Largo;;
1306;Alfred Industries;17;2;Largo;;
13885;Alias;5;1;Medio;;
9672;Alien;5;1;Medio;;
12542;Alien Atv;9;2;Medio;;
4671;Alien Engineered Products;25;3;Largo;;
5441;Aliner;6;1;Medio;;
8316;Aliso Trailer Mfg. Inc.;23;4;Largo;;
6493;Alkane;6;1;Medio;;
12818;Alko;4;1;Corto;;
8304;Alkota Cleaning Systems, Inc.;29;4;Largo;;
1308;All About Trailers;18;3;Largo;;
12415;All Aluminum Structure;22;3;Largo;;
7598;All American Big Twin;21;4;Largo;;
1310;All American Choppers Co.;25;4;Largo;;
13344;All American Custom;19;3;Largo;;
10202;All American Manufacturing Llc;30;4;Largo;;
1312;All American Manufacturing, Inc.;32;4;Largo;;
1391;All American Trailer Manufacturers;34;4;Largo;;
11480;All American Utilities Llc;26;4;Largo;;
1436;All Around Trailers;19;3;Largo;;
1437;All Boat Manufacturing;22;3;Largo;;
10775;All Custom;10;2;Largo;;
1438;All Custom Fabrications;23;3;Largo;;
1439;All Day Lawn;12;3;Largo;;
1440;All Fab Trailers;16;3;Largo;;
13942;All Gates Az;12;3;Largo;;
12147;All Good Equipment;18;3;Largo;;
13274;All Haul Trailers;17;3;Largo;;
6499;All In One Custom Fabrication & Design;38;7;Largo;;
3893;All Marine Trailers;19;3;Largo;;
12452;All Out Custom Trailers & Fabrication;37;6;Largo;;
1441;All Phase Trailer And Equipment;31;5;Largo;;
4790;All Pro Cycles;14;3;Largo;;
1443;All Right Steel, Llc.;21;4;Largo;;
3894;All Seasons Manufacturing;25;3;Largo;;
1445;All South Equipment Co. Inc.;28;5;Largo;;
1446;All Star Carts & Vehicles, Inc.;31;6;Largo;;
6561;All Star Solutions;18;3;Largo;;
1447;All Star Trailers;17;3;Largo;;
11204;All Star Trailers Fabrication;29;4;Largo;;
11769;All State;9;2;Medio;;
1449;All Steel Trailer, Llc;22;4;Largo;;
9126;All Wheel Drive Equipment Mfg., Inc.;36;6;Largo;;
11845;All World Trailers Llc;22;4;Largo;;
13441;All-Equip Repair & Service Ltd.;31;5;Largo;;
8900;All-In-One Products;19;2;Largo;;
11792;Allard Motor Works;18;3;Largo;;
12262;Allbetter;9;1;Medio;;
8160;Allco Trailer Manufacturing;27;3;Largo;;
12315;Allegheny Trailers;18;2;Largo;;
7932;Allen Boat Company;18;3;Largo;;
1451;Allen Fabricators Inc.;22;3;Largo;;
10703;Allen'S;7;1;Medio;;
6872;Allen'S Mfg Inc.;16;3;Largo;;
1452;Allentown Shotcrete Technology, Inc.;36;4;Largo;;
1462;Alley Rat Custom Cycles Llc;27;5;Largo;;
1467;Alleykat Kustoms Of Arizona;27;4;Largo;;
7097;Alliance North America, Inc;27;4;Largo;;
10304;Alliance Rv;11;2;Largo;;
1470;Allianz Sweeper Company;23;3;Largo;;
7785;Allied Machine Inc;18;3;Largo;;
1473;Allied Manufacturing, Inc.;26;3;Largo;;
1858;Allied Steel;12;2;Largo;;
10055;Allied Trailer Works (Atw);26;4;Largo;;
7694;Allied Welding Services;23;3;Largo;;
6713;Allison Dump Bodies & Trailers;30;5;Largo;;
9888;Allmand Bros, Inc.;18;3;Largo;;
5268;Allmand Brothers;16;2;Largo;;
9770;Allouthunting;13;1;Largo;;
5399;Alloy;5;1;Medio;;
7781;Alloy Custom Products;21;3;Largo;;
7353;Alloy Custom Vacuum Products Inc;32;5;Largo;;
13301;Allroad;7;1;Medio;;
10423;Allroad Orv;11;2;Largo;;
8655;Allstates Production Equipment Company;38;4;Largo;;
10938;Allure Trailers;15;2;Largo;;
9104;Allvan Corporation;18;2;Largo;;
6812;Almar Manufacturing;19;2;Largo;;
7748;Almax Holding Limited;21;3;Largo;;
9060;Almighty Trailers Llc;21;3;Largo;;
11725;Alpacamper;10;1;Largo;;
10080;Alpha Boats Unlimited;21;3;Largo;;
11906;Alpha Cargo Trailers Llc;24;4;Largo;;
13734;Alpha Modified Systems;22;3;Largo;;
1480;Alpha Products International;28;3;Largo;;
8972;Alpha Tank Builders;19;3;Largo;;
10369;Alphahd Trailers;16;2;Largo;;
11081;Alpine;6;1;Medio;;
8911;Alpine Industrial, Llc;22;3;Largo;;
9841;Alpine Trailers, Llc;20;3;Largo;;
8030;Alpine Welding & Fabrication Inc;32;5;Largo;;
1492;Alsalor Corp.;13;2;Largo;;
13686;Alset;5;1;Medio;;
5361;Alta;4;1;Corto;;
6813;Altamont Technologies, Inc;26;3;Largo;;
541;Altec;5;1;Medio;;
1494;Altec Environmental Products;28;3;Largo;;
4925;Altec Industries, Inc.;22;3;Largo;;
8579;Altitude Teardrop;17;2;Largo;;
9221;Alum-A-Fab Inc.;15;2;Largo;;
1508;Alum-Line, Inc.;15;2;Largo;;
6142;Aluma;5;1;Medio;;
4904;Aluma Pro Trailers, Llc.;24;4;Largo;;
1495;Aluma Tower Company;19;3;Largo;;
1497;Alumacar;8;1;Medio;;
9216;Alumaice;8;1;Medio;;
9719;Alumatech Trailers;18;2;Largo;;
7214;Alumatrek;9;1;Medio;;
12955;Alumatrek (Alumatrek Trailer Inc);33;4;Largo;;
7736;Alumax Trailers;15;2;Largo;;
10650;Alumi Tech;10;2;Largo;;
13029;Alumina Trailers;16;2;Largo;;
1503;Alumina, Inc.;13;2;Largo;;
8471;Aluminator Trailers Llc;23;3;Largo;;
3915;Aluminex Fabrication;20;2;Largo;;
6467;Aluminum Cargo Trailers Inc;27;4;Largo;;
9044;Aluminum Model;14;2;Largo;;
1504;Aluminum Trailer Co.;20;3;Largo;;
1506;Aluminum Trailers, Inc.;23;3;Largo;;
7816;Aluminx;7;1;Medio;;
4787;Alumituff Manufacturing;23;2;Largo;;
11838;Alummikon Trailers;18;2;Largo;;
7154;Alvarez;7;1;Medio;;
9639;Alvey Welding Llc;17;3;Largo;;
11186;Always Ready Cart Care Llc;26;5;Largo;;
606;Am General;10;2;Largo;;
11311;Am Machinery Inc.;17;3;Largo;;
8363;Amacsa;6;1;Medio;;
8665;Amaron Trailers;15;2;Largo;;
3916;Amaze-N-Tow;11;1;Largo;;
1509;Amaze-N-Tow, Llc.;17;2;Largo;;
9474;Amazing Trailers;16;2;Largo;;
11498;Amber Waves Inc.;16;3;Largo;;
11732;Ambers;6;1;Medio;;
12366;Ambush Outdoor Products;23;3;Largo;;
10056;Amc;3;1;Corto;;
10129;Amc Aparatos Mecanicos De Calidad;33;5;Largo;;
4709;Amd;3;1;Corto;;
1512;Amelit, Inc.;12;2;Largo;;
6650;Amen Chassis Works;18;3;Largo;;
1514;Ameratrail;10;1;Largo;;
7679;Ameri-Camp;10;1;Largo;;
7032;Ameri-Can Engineering, Inc.;27;3;Largo;;
830;Ameri-Carts;11;1;Largo;;
11377;America Ev;10;2;Largo;;
6071;America'S Best Cargo;20;3;Largo;;
1517;American Airboat Corporation;28;3;Largo;;
3917;American Airport Support & Rescue Systems;41;6;Largo;;
9484;American Augers;15;2;Largo;;
4673;American Best Corporation;25;3;Largo;;
5985;American Bos Corp;17;3;Largo;;
10223;American Carts;14;2;Largo;;
1633;American Classic Motors Inc.;28;4;Largo;;
9631;American Control And Engineering Service, Inc.;46;6;Largo;;
1634;American Crafted Trailers, Inc.;31;4;Largo;;
3919;American Custom Coach;21;3;Largo;;
1635;American Custom Golf Cars, Inc.;31;5;Largo;;
12607;American Custom Trailers;24;3;Largo;;
6680;American Dozer Inc.;19;3;Largo;;
8012;American Eagle Trailers Inc.;28;4;Largo;;
1638;American Eagle Trailers, Inc.;29;4;Largo;;
1639;American Electric Vehicle Company, Llc;38;5;Largo;;
7361;American Electronic Sign Co;27;4;Largo;;
6481;American Farrier Systems Llc;28;4;Largo;;
3920;American Hauler;15;2;Largo;;
8498;American Hawg Choppers Inc;26;4;Largo;;
8131;American Homestar Corporation;29;3;Largo;;
1644;American Hotrod Motorcycles;27;3;Largo;;
12346;American Industrial Manufacturing;33;3;Largo;;
11929;American Integrated Security Group;34;4;Largo;;
4743;American Ironhorse;18;2;Largo;;
1649;American Ironhorse Motorcycles;30;3;Largo;;
1978;American Kulture Cycles;23;3;Largo;;
1976;American Kulture Rod And Cycle Shoppe;37;6;Largo;;
1979;American Lafrance;17;2;Largo;;
10695;American Landmaster;19;2;Largo;;
10085;American Lifan;14;2;Largo;;
683;American Made;13;2;Largo;;
11392;American Made Chassis;21;3;Largo;;
13533;American Made Products;22;3;Largo;;
13522;American Made Quality Aluminum Trailers;39;5;Largo;;
684;American Manufacturing Operations;33;3;Largo;;
8586;American Manufacturing Operations, Inc.;39;4;Largo;;
685;American Manufacturing Support;30;3;Largo;;
687;American Metal Fabrication;26;3;Largo;;
9211;American Mobile Vending;23;3;Largo;;
689;American Motorcycle Corporation;31;3;Largo;;
1124;American Motors;15;2;Largo;;
10577;American Nomad Manufacturing;28;3;Largo;;
710;American Performance Technologies;33;3;Largo;;
711;American Piston;15;2;Largo;;
9522;American Pneumatic Tools;24;3;Largo;;
7191;American Pride;14;2;Largo;;
11452;American Pride Trailers;23;3;Largo;;
715;American Products;17;2;Largo;;
11064;American Q-Tec;14;2;Largo;;
6684;American Quantum Cycles;23;3;Largo;;
718;American Recreational Vehicles;30;3;Largo;;
9508;American Road Trailers;22;3;Largo;;
719;American Scooter Manufacturing;30;3;Largo;;
6194;American Skier;14;2;Largo;;
720;American Sport Trailer;22;3;Largo;;
722;American Sportworks;19;2;Largo;;
1725;American Spray Technologies;27;3;Largo;;
727;American Star Metal Fabrication;31;4;Largo;;
730;American Steel Horse Cycles;27;4;Largo;;
3923;American Steel V-Twin;21;3;Largo;;
731;American Super Cycle;20;3;Largo;;
10992;American Superstar;18;2;Largo;;
740;American Surplus & Mfg;22;4;Largo;;
10718;American Tank;13;2;Largo;;
751;American Teardrop;17;2;Largo;;
7254;American Thunder Tryke;22;3;Largo;;
6135;American Tote;13;2;Largo;;
7095;American Trailer And Manufacturing Llc.;39;5;Largo;;
754;American Trailer Builders;25;3;Largo;;
8969;American Trailer Company;24;3;Largo;;
7878;American Trailer Manufacturing Company;38;4;Largo;;
9607;American Trailer Mfg;20;3;Largo;;
7486;American Trailer Mfg. Co;24;4;Largo;;
6610;American Trailer Systems;24;3;Largo;;
3924;American Trailers;17;2;Largo;;
7270;American Trailers Co;20;3;Largo;;
9122;American Travel Systems, Inc.;29;4;Largo;;
810;American Truck & Trailer Body;29;5;Largo;;
8853;American Truck Company;22;3;Largo;;
10473;American Vacuum;15;2;Largo;;
9748;American Van;12;2;Largo;;
10376;American Vintage Motorcycle;27;3;Largo;;
13907;American Vulcan Manufacturing, Llc;34;4;Largo;;
6757;American Warrior Motorcycles;28;3;Largo;;
4782;American Wash Company;21;3;Largo;;
7674;American Welding & Machine Co;29;5;Largo;;
3925;American Welding Service;24;3;Largo;;
9621;American Wood Splitters, Inc.;29;4;Largo;;
5632;Americana;9;1;Medio;;
812;Americana Chopper;17;2;Largo;;
3935;Amerifab Industries;19;2;Largo;;
7443;Amerimax;8;1;Medio;;
7289;Ameriquip;9;1;Medio;;
6759;Ameritech Corporation;21;2;Largo;;
9934;Ameritrail, Inc.;16;2;Largo;;
5986;Amfab;5;1;Medio;;
13523;Amida;5;1;Medio;;
10018;Amigo Motors;12;2;Largo;;
8924;Amko Service Company;20;3;Largo;;
13449;Amo;3;1;Corto;;
3936;Amp Customs;11;2;Largo;;
11752;Amp Marine Llc;14;3;Largo;;
892;Amp Motor Vehicles;18;3;Largo;;
10957;Amp Trailers Mfg.;17;3;Largo;;
9072;Amp'D Up Trailers;17;3;Largo;;
8261;Ampere;6;1;Medio;;
6081;Amphi-Ranger;12;1;Largo;;
8906;Amphibian Boat Trailers, Inc.;29;4;Largo;;
9439;Amrad Products And Supply Company, Inc.;39;6;Largo;;
6193;Ams;3;1;Corto;;
822;Ams Global;10;2;Largo;;
10184;Amw;3;1;Corto;;
13364;Amw (Austin Motor Works, Inc);29;5;Largo;;
10241;Anaconda;8;1;Medio;;
5699;Anaheim Welding & Fabrication;29;4;Largo;;
12113;Anamnesis Corporation;21;2;Largo;;
8606;Anarchy Motorcycle Company;26;3;Largo;;
